sentence,df_idx,tokens,ner_tags,has_tag_,has_tag_B-DATE-CREATION,has_tag_B-DATE-PUB,has_tag_B-DATE-SUBJ,has_tag_B-GPE-AUT,has_tag_B-GPE-CREATION,has_tag_B-GPE-DES,has_tag_B-GPE-PUB,has_tag_B-GPE-SUBJ,has_tag_B-LITWORK,has_tag_B-ORG-CREATION,has_tag_B-ORG-DES,has_tag_B-ORG-PUB,has_tag_B-ORG-SUBJ,has_tag_B-PERSON-AUT,has_tag_B-PERSON-CON,has_tag_B-PERSON-EDT,has_tag_B-PERSON-PUB,has_tag_B-PERSON-SUBJ,has_tag_B-YEAR-CREATION,has_tag_B-YEAR-PUB,has_tag_B-YEAR-SUBJ,has_tag_I-DATE-CREATION,has_tag_I-DATE-PUB,has_tag_I-DATE-SUBJ,has_tag_I-GPE,has_tag_I-GPE-CREATION,has_tag_I-GPE-DES,has_tag_I-GPE-PUB,has_tag_I-GPE-SUBJ,has_tag_I-I-GPE-DES,has_tag_I-LITWORK,has_tag_I-ORG,has_tag_I-ORG-CREATION,has_tag_I-ORG-DES,has_tag_I-ORG-PUB,has_tag_I-ORG-SUBJ,has_tag_I-PERSON-AUT,has_tag_I-PERSON-CON,has_tag_I-PERSON-EDT,has_tag_I-PERSON-PUB,has_tag_I-PERSON-SUBJ,has_tag_I-YEAR-CREATION,has_tag_I_ORG-DES,has_tag_O
"Bibliotheca beati Pastoris C. F. Loppnau : Verzeichniß einer Sammlung größtentheils seltener und höchstseltener Bücher, welche zu Plön, im Herzogthum Holstein, am 2. Januar 1804 und folgenden Tagen öffentlich verkauft werden sollen",3166728,"['Bibliotheca', 'beati', 'Pastoris', 'C.', 'F.', 'Loppnau', ':', 'Verzeichniß', 'einer', 'Sammlung', 'größtentheils', 'seltener', 'und', 'höchstseltener', 'Bücher', ',', 'welche', 'zu', 'Plön', ',', 'im', 'Herzogthum', 'Holstein', ',', 'am', '2.', 'Januar', '1804', 'und', 'folgenden', 'Tagen', 'öffentlich', 'verkauft', 'werden', 'sollen']","['B-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'I-LITWORK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-SUBJ', 'O', 'O', 'B-GPE-SUBJ', 'I-GPE-SUBJ', 'O', 'O', 'B-DATE-SUBJ', 'I-DATE-SUBJ', 'B-YEAR-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Heinrich Vogtherr: Ein Frembds und wunderbars kunstbüchlin allen Molern / Bildschnitzern / Goldschmiden / Steinmetzen / Schreinern / Platnern / Waffen un Messerschmiden hochnutzlich zu gebrauchen (Straßburg 1538 / 1572) herausgegeben und kommentiert von Maria Heilmann (FONTES 61),3535665,"['Heinrich', 'Vogtherr', ':', 'Ein', 'Frembds', 'und', 'wunderbars', 'kunstbüchlin', 'allen', 'Molern', '/', 'Bildschnitzern', '/', 'Goldschmiden', '/', 'Steinmetzen', '/', 'Schreinern', '/', 'Platnern', '/', 'Waffen', 'un', 'Messerschmiden', 'hochnutzlich', 'zu', 'gebrauchen', '(', 'Straßburg', '1538', '/', '1572', ')', 'herausgegeben', 'und', 'kommentiert', 'von', 'Maria', 'Heilmann', '(', 'FONTES', '61', ')']","['B-PERSON-AUT', 'B-PERSON-AUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-CREATION', 'B-YEAR-CREATION', 'O', 'B-YEAR-CREATION', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-PUB', 'I-PERSON-PUB', 'O', 'O', 'O', 'O']",False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
"Joannis Friderici Karg S. Jacobi Maioris Bambergae Canonici. Christlich- oder wunderthätiges Vertrauen zu Gott Oder kurtzer Inhalt der Lehr vnd Thaten, Deß frommen P. Marci ab Aviano Capucciner Ordens, [et]c. :Sambt einer Theologischen ... Erklärung. Uber die Natur ... der Wunderthaten ...",1238283,"['Joannis', 'Friderici', 'Karg', 'S.', 'Jacobi', 'Maioris', 'Bambergae', 'Canonici', '.', 'Christlich', '-', 'oder', 'wunderthätiges', 'Vertrauen', 'zu', 'Gott', 'Oder', 'kurtzer', 'Inhalt', 'der', 'Lehr', 'vnd', 'Thaten', ',', 'Deß', 'frommen', 'P.', 'Marci', 'ab', 'Aviano', 'Capucciner', 'Ordens', ',', '[et]c.', ':', 'Sambt', 'einer', 'Theologischen', '...', 'Erklärung.', 'Uber', 'die', 'Natur', '...', 'der', 'Wunderthaten', '...']","['B-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-CON', 'I-PERSON-CON', 'O', 'B-ORG-DES', 'I-ORG-DES', 'I-ORG-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True
"Ihrer Röm. Kayserl. Majestät Caroli VII Wahl-Capitulation :Sambt derselben in Margine beygefügten Summarischen Innhalt, auch deutlicher Anzeigung, worin diese mit der letztern Weyland Caroli VI. Wahl-Capitulation unterschieden seye",951513,"['Ihrer', 'Röm.', 'Kayserl.', 'Majestät', 'Caroli', 'VII', 'Wahl-Capitulation', ':', 'Sambt', 'derselben', 'in', 'Margine', 'beygefügten', 'Summarischen', 'Innhalt', ',', 'auch', 'deutlicher', 'Anzeigung', ',', 'worin', 'diese', 'mit', 'der', 'letztern', 'Weyland', 'Caroli', 'VI.', 'Wahl-Capitulation', 'unterschieden', 'seye']","['O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'O', 'O']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
"Immortellen-Kränze :Gedichte von F. Bodenstedt, Emanuel Geibel, Jul[ius] Große, Aug[ust] Radnitzky, Oscar v. Rewitz, M.E. Schleich, Her[mann] Schmid ; in den Tagen der Trauer um den allgeliebten König Maximilian II. gesammelt und dem dankbaren Volke zur Erinnerunng dargebracht.",795849,"['Immortellen-Kränze', ':', 'Gedichte', 'von', 'F.', 'Bodenstedt', ',', 'Emanuel', 'Geibel', ',', 'Jul', '[', 'ius', ']', 'Große', ',', 'Aug', '[', 'ust', ']', 'Radnitzky', ',', 'Oscar', 'v.', 'Rewitz', ',', 'M.E.', 'Schleich', ',', 'Her', '[', 'mann', ']', 'Schmid', ';', 'in', 'den', 'Tagen', 'der', 'Trauer', 'um', 'den', 'allgeliebten', 'König', 'Maximilian', 'II.', 'gesammelt', 'und', 'dem', 'dankbaren', 'Volke', 'zur', 'Erinnerunng', 'dargebracht', '.']","['B-LITWORK', 'O', 'O', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Matthatia - BSB Mus.ms. 2761 :[title page:] Matthatia // ein Singspiel // in zwei Aufzügen // 1796. ; [spine title:] Matth. Fischer // Matthatia // 1.2.,1139669,"['Matthatia', '-', 'BSB', 'Mus.ms', '2761', ':[', 'title', 'page', ':]', 'Matthatia', '//', 'ein', 'Singspiel', '//', 'in', 'zwei', 'Aufzügen', '//', '1796', '.', ';', '[', 'spine', 'title', ':]', 'Matth.', 'Fischer', '//', 'Matthatia', '//', '1.2', '.']","['B-LITWORK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LITWORK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-YEAR-PUB', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'O', 'B-LITWORK', 'O', 'O', 'O']",False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
"Der Treu-beständigen Seelen Glaubiges Schauen, gedultiges Warten, erhörliches Seufftzen. Aus dem Propheten Micha cap. 7. v. 7. :Als Der weyl. ... Herr Georg Sigmund Freysinger, Gewester Burger und E. Ehrlöbl. Stadt-Gerichts Assessor in dieser des H. Reichs Freyen Stadt Regenspurg ... zu seiner Ruhe gebracht worden ...",2629934,"['Der', 'Treu-beständigen', 'Seelen', 'Glaubiges', 'Schauen', ',', 'gedultiges', 'Warten', ',', 'erhörliches', 'Seufftzen', '.', 'Aus', 'dem', 'Propheten', 'Micha', 'cap.', '7.', 'v.', '7.', ':', 'Als', 'Der', 'weyl.', '...', 'Herr', 'Georg', 'Sigmund', 'Freysinger', ',', 'Gewester', 'Burger', 'und', 'E.', 'Ehrlöbl.', 'Stadt-Gerichts', 'Assessor', 'in', 'dieser', 'des', 'H.', 'Reichs', 'Freyen', 'Stadt', 'Regenspurg', '...', 'zu', 'seiner', 'Ruhe', 'gebracht', 'worden', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LITWORK', 'I-LITWORK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'B-PERSON-SUBJ', 'I-PERSON-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
"Von Gottes Gnaden, Wir Carl Theodor, Pfalzgraf bey Rhein, des Heil. Röm. Reichs Erzschatzmeister und Churfürst, in Bayern ... Unsern gnädigsten Gruß zuvor: Liebe Getreue! Wir errinneren Uns zwar annoch gnädigst, was Wir unterm II. Febr. 1763. wegen Ausrottung der Vagabunden und Diebs-Gesindel [et]c. heylsamlich verordnet haben ... :[Düsseldorff den 14. Julii 1764.]",288194,"['Von', 'Gottes', 'Gnaden', ',', 'Wir', 'Carl', 'Theodor', ',', 'Pfalzgraf', 'bey', 'Rhein', ',', 'des', 'Heil.', 'Röm.', 'Reichs', 'Erzschatzmeister', 'und', 'Churfürst', ',', 'in', 'Bayern', '...', 'Unsern', 'gnädigsten', 'Gruß', 'zuvor', ':', 'Liebe', 'Getreue', '!', 'Wir', 'errinneren', 'Uns', 'zwar', 'annoch', 'gnädigst', ',', 'was', 'Wir', 'unterm', 'II.', 'Febr.', '1763.', 'wegen', 'Ausrottung', 'der', 'Vagabunden', 'und', 'Diebs-Gesindel', '[', 'et', ']', 'c.', 'heylsamlich', 'verordnet', 'haben', '...', ':[', 'Düsseldorff', 'den', '14.', 'Julii', '1764', '.', ']']","['O', 'O', 'O', 'O', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'O', 'O', 'O', 'B-GPE-DES', 'O', 'O', 'B-GPE-DES', 'I-GPE-DES', 'I-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'B-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE-SUBJ', 'I-DATE-SUBJ', 'B-YEAR-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-CREATION', 'O', 'B-DATE-CREATION', 'I-DATE-CREATION', 'B-YEAR-CREATION', 'O', 'O']",False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
"Von Gottes Gnaden Johan PHILIPP, deß Heil. Röm. Reichs Fürst, Bischoff zu Würtzburg, und Hertzog zu Francken, [et]c. [...] OB Wir zwar gnädigst angehoffet, es würden die hier und dar in unseren Landen sich auffhaldente Gart-Brüder, Herrnloses Gesindlein, und ankommende Ziegeuner durch unsere an denen Confinibus affigirte Tabell und dabey angetrohete Bestraffungen dermassen abhalten, das unsere Unterthanen von denenselben nicht mehr überzogen und in Schaden gesetzt werden ... :Datum in unserer Stadt Würtzburg den 25. Septembris 1713",87668,"['Von', 'Gottes', 'Gnaden', 'Johan', 'PHILIPP', ',', 'deß', 'Heil.', 'Röm.', 'Reichs', 'Fürst', ',', 'Bischoff', 'zu', 'Würtzburg', ',', 'und', 'Hertzog', 'zu', 'Francken', ',', '[et]c.', '[...]', 'OB', 'Wir', 'zwar', 'gnädigst', 'angehoffet', ',', 'es', 'würden', 'die', 'hier', 'und', 'dar', 'in', 'unseren', 'Landen', 'sich', 'auffhaldente', 'Gart-Brüder', ',', 'Herrnloses', 'Gesindlein', ',', 'und', 'ankommende', 'Ziegeuner', 'durch', 'unsere', 'an', 'denen', 'Confinibus', 'affigirte', 'Tabell', 'und', 'dabey', 'angetrohete', 'Bestraffungen', 'dermassen', 'abhalten', ',', 'das', 'unsere', 'Unterthanen', 'von', 'denenselben', 'nicht', 'mehr', 'überzogen', 'und', 'in', 'Schaden', 'gesetzt', 'werden', '...', ':', 'Datum', 'in', 'unserer', 'Stadt', 'Würtzburg', 'den', '25.', 'Septembris', '1713']","['O', 'O', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'O', 'O', 'B-GPE-DES', 'I-GPE-DES', 'I-GPE-DES', 'O', 'O', 'O', 'O', 'B-GPE-DES', 'O', 'O', 'O', 'O', 'B-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-CREATION', 'O', 'B-DATE-CREATION', 'I-DATE-CREATION', 'B-YEAR-CREATION']",False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
"Herrn S.A.D. Tissot, der Arzneykunst Doctor, und öffentlichen Lehrers in Lausanne, dann Mitglied zerschiedener Gesellschaften und Akademien, Anleitung für das Landvolk in Absicht auf seine Gesundheit, Oder: Gemeinnützliches und sehr bewährtes Haus-Arzney-Buch, besonders für das Volk auf dem Lande",1425886,"['Herrn', 'S.A.D.', 'Tissot', ',', 'der', 'Arzneykunst', 'Doctor', ',', 'und', 'öffentlichen', 'Lehrers', 'in', 'Lausanne', ',', 'dann', 'Mitglied', 'zerschiedener', 'Gesellschaften', 'und', 'Akademien', ',', 'Anleitung', 'für', 'das', 'Landvolk', 'in', 'Absicht', 'auf', 'seine', 'Gesundheit', ',', 'Oder', ':', 'Gemeinnützliches', 'und', 'sehr', 'bewährtes', 'Haus-Arzney-Buch', ',', 'besonders', 'für', 'das', 'Volk', 'auf', 'dem', 'Lande']","['O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
"Rechts-begründete Rationes, Warumb die Crohn-Schweden, den, Occasione des Dreyßig Jährigen Krieges, ohne Consens des Kaysers und Chur-Fürsten in dem Warnemündischen Haven vor Rostock im vorigem Seculo eigenmächtig angelegten, und nach geschlossenen Westpfählischen Frieden, von Anno 1648. biß hieher, nemblich ad Annum 1710. und also, bey mehr als 60. Jahren, zu fast-gäntzlichen Untergang der Meckl. Fürstl. Residentz-Stadt und Vestung Rostock, und des See-Commercii, usurpirten Zoll, auffzuheben, und abzustellen, im stande Rechtens gehalten sey : Mit Anlagen sub Lit. A.B.C. ... Cc. / [Verf.: Johann von Klein]",4442132,"['Rechts-begründete', 'Rationes', ',', 'Warumb', 'die', 'Crohn-Schweden', ',', 'den', ',', 'Occasione', 'des', 'Dreyßig', 'Jährigen', 'Krieges', ',', 'ohne', 'Consens', 'des', 'Kaysers', 'und', 'Chur-Fürsten', 'in', 'dem', 'Warnemündischen', 'Haven', 'vor', 'Rostock', 'im', 'vorigem', 'Seculo', 'eigenmächtig', 'angelegten', ',', 'und', 'nach', 'geschlossenen', 'Westpfählischen', 'Frieden', ',', 'von', 'Anno', '1648', '.', 'biß', 'hieher', ',', 'nemblich', 'ad', 'Annum', '1710', '.', 'und', 'also', ',', 'bey', 'mehr', 'als', '60.', 'Jahren', ',', 'zu', 'fast-gäntzlichen', 'Untergang', 'der', 'Meckl.', 'Fürstl.', 'Residentz-Stadt', 'und', 'Vestung', 'Rostock', ',', 'und', 'des', 'See-Commercii', ',', 'usurpirten', 'Zoll', ',', 'auffzuheben', ',', 'und', 'abzustellen', ',', 'im', 'stande', 'Rechtens', 'gehalten', 'sey', ':', 'Mit', 'Anlagen', 'sub', 'Lit', '.', 'A.B.C.', '...', 'Cc.', '/', '[', 'Verf.', ':', 'Johann', 'von', 'Klein', ']']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-SUBJ', 'I-GPE-SUBJ', 'O', 'B-GPE-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-YEAR-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-YEAR-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'I-PERSON-AUT', 'O']",False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
"Von Gottes Gnaden Friederich Eugen, Herzog zu Wirtemberg und Teck ... Unsern Gruß zuvor, liebe Getreue! Es ergeht hiermit der gnädigste Befehl an Euch, auch für dieses Jahr den Vorherbst-Bericht nach dem Anno 1791 vorgeschriebenen Formular an den Herzoglichen Kirchenrath in Bälde zu erstatten, und in Absicht auf die vorzüglicheren Weinorte und Halden, die Qualität des heurigen Gewächses ... :Stuttgart, den 27. August 1796",436517,"['Von', 'Gottes', 'Gnaden', 'Friederich', 'Eugen', ',', 'Herzog', 'zu', 'Wirtemberg', 'und', 'Teck', '...', 'Unsern', 'Gruß', 'zuvor', ',', 'liebe', 'Getreue', '!', 'Es', 'ergeht', 'hiermit', 'der', 'gnädigste', 'Befehl', 'an', 'Euch', ',', 'auch', 'für', 'dieses', 'Jahr', 'den', 'Vorherbst-Bericht', 'nach', 'dem', 'Anno', '1791', 'vorgeschriebenen', 'Formular', 'an', 'den', 'Herzoglichen', 'Kirchenrath', 'in', 'Bälde', 'zu', 'erstatten', ',', 'und', 'in', 'Absicht', 'auf', 'die', 'vorzüglicheren', 'Weinorte', 'und', 'Halden', ',', 'die', 'Qualität', 'des', 'heurigen', 'Gewächses', '...', ':', 'Stuttgart', ',', 'den', '27.', 'August', '1796']","['O', 'O', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'O', 'O', 'O', 'B-GPE-DES', 'I-GPE-DES', 'I-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-YEAR-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-CREATION', 'O', 'O', 'B-DATE-CREATION', 'I-DATE-CREATION', 'B-YEAR-CREATION']",False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Von Gottes Gnaden/ Eberhard Ludwig/ Hertzog zu Würtemberg und Teck [et]c. Der Römisch-Kayserl. Majestät/ deß Heil. Römischen Reichs/ und deß Löblich-Schwäbischen Crayses General-Feld-Marechal / auch Obrister so wohl über zwey Kayserl. Regimenter / als auch ein Schwäbisch-Crayß-Regiment zu Fuß [et]c. Unsern Gruß zuvor / Ehrsamer / Lieber Getreuer. Demnach die Kayserl. Armeé durch Göttlichen Beystand / den 5. dieses jüngsthin/ gegen den Erb-Feind Christlichen Nahmens den Türcken / eine glorieuse Victorie erfochten. Und Wir uns dahero Gnädigst resolvirt / dem Allgewaltigen Gott / mittelst Anordnung eines solennen Danck- und Lob-Fests / in Unserm gantzen Hertzogthum und Landen/ vor solch verliehenen so herrlichen Sieg / schuldigsten Danck zu erstatten [...],1182521,"['Von', 'Gottes', 'Gnaden', '/', 'Eberhard', 'Ludwig', '/', 'Hertzog', 'zu', 'Würtemberg', 'und', 'Teck', '[et]c.', 'Der', 'Römisch-Kayserl.', 'Majestät', '/', 'deß', 'Heil.', 'Römischen', 'Reichs', '/', 'und', 'deß', 'Löblich-Schwäbischen', 'Crayses', 'General-Feld-Marechal', '/', 'auch', 'Obrister', 'so', 'wohl', 'über', 'zwey', 'Kayserl.', 'Regimenter', '/', 'als', 'auch', 'ein', 'Schwäbisch-Crayß-Regiment', 'zu', 'Fuß', '[et]c.', 'Unsern', 'Gruß', 'zuvor', '/', 'Ehrsamer', '/', 'Lieber', 'Getreuer', '.', 'Demnach', 'die', 'Kayserl.', 'Armeé', 'durch', 'Göttlichen', 'Beystand', '/', 'den', '5.', 'dieses', 'jüngsthin', '/', 'gegen', 'den', 'Erb-Feind', 'Christlichen', 'Nahmens', 'den', 'Türcken', '/', 'eine', 'glorieuse', 'Victorie', 'erfochten', '.', 'Und', 'Wir', 'uns', 'dahero', 'Gnädigst', 'resolvirt', '/', 'dem', 'Allgewaltigen', 'Gott', '/', 'mittelst', 'Anordnung', 'eines', 'solennen', 'Danck', '-', 'und', 'Lob-Fests', '/', 'in', 'Unserm', 'gantzen', 'Hertzogthum', 'und', 'Landen', '/', 'vor', 'solch', 'verliehenen', 'so', 'herrlichen', 'Sieg', '/', 'schuldigsten', 'Danck', 'zu', 'erstatten', '[...]']","['O', 'O', 'O', 'O', 'B-PERSON-AUT', 'I-PERSON-AUT', 'O', 'O', 'O', 'B-GPE-DES', 'I-GPE-DES', 'I-GPE-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE-DES', 'I-GPE-DES', 'I-GPE-DES', 'O', 'O', 'O', 'B-ORG-DES', 'I-ORG-DES', 'I-ORG-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG-DES', 'B-ORG-DES', 'B-ORG-DES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE-SUBJ', 'I-DATE-SUBJ', 'I-DATE-SUBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
